-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0,-0.130787848371192,-0.208227001531054,-0.365193313989161,-0.090795826640148,-0.30610009722947,-0.753319622867903,-0.470314786405781,-0.145602927712657,-0.648785726388382,-0.338858889799156,-1.45392864210445,-0.391030760503109,-0.559275937786268,-0.471440524632216,-0.227439540302911,-1.05786631471612,-0.081224205225172,-0.055965970997949,0.245030513395962,-0.594095606098293,-0.487755436848593,-0.303905621424679,-0.607659586538568,-0.095219293230376,-0.896737215135253,0.093347192789661,-0.55233021055386,-0.481325536208568,-0.008081649820243,-1.26726083738885,-0.156308377648283,-0.467867199487423,-0.118522173053426,0.25741620700615,1.05756187813326,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,-0.43974354504892,-0.110439909140895,1.79765136777998,-0.441410305004783,-0.157180320972726,-1.2236738754092,-0.336159510618539,1.9636148394826,-0.312002437785757,-0.238029414298002,-0.812623719130123,2.22738677891632,-0.475395656102225,-0.810267979836635,-0.33309254038937,0.722864783854426,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,-0.617426489238403,3.27171512362969,-0.054023076681072,-0.571006921747543,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
1,-0.130787848371192,-0.461280721010789,-0.365193313989161,0.37991173011943,-0.30610009722947,0.226309515128901,-0.470314786405781,-0.145602927712657,-0.28845860685541,-0.338858889799156,0.377954033664688,-0.391030760503109,-0.559275937786268,-0.471440524632216,-0.227439540302911,1.03829012232683,0.024092612967365,-0.055965970997949,0.170065986335616,-0.020931937188583,-0.487755436848593,-0.303905621424679,-0.607659586538568,-0.095219293230376,0.091550706873823,-0.032099434226914,0.462591878363571,-0.479846427265038,-0.008081649820243,-0.900552535635817,-0.156308377648283,-0.467867199487423,0.243757678675147,0.25741620700615,-0.335898195653121,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,2.30545542652928,-0.43974354504892,-0.110439909140895,-0.556281389107697,-0.441410305004783,-0.157180320972726,0.817211203161133,-0.336159510618539,-0.509264841501959,-0.312002437785757,-0.238029414298002,1.23058185044174,2.22738677891632,-0.475395656102225,-0.810267979836635,-0.33309254038937,0.722864783854426,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,-0.617426489238403,-0.305650083278211,-0.054023076681072,1.75129225568675,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
2,-0.756357506242681,0.101650913256038,-0.365193313989161,0.902920126518961,-0.30610009722947,-2.38603485286258,-0.470314786405781,-0.145602927712657,0.462933553807969,-0.338858889799156,0.377954033664688,-0.391030760503109,-0.052997252749635,0.747823233274513,-0.153640719330707,2.22722361431937,0.086009121088654,0.204405963836685,0.977496413214754,0.552231731721128,2.22301352845002,3.95931652847129,1.02747012607565,-0.095219293230376,0.026028855690901,-0.032597993225085,-0.563302341229695,-0.482804645260147,-0.008081649820243,0.688516771960648,-0.156308377648283,-0.290583305754636,-1.06376068810997,-0.729435232281443,-0.335898195653121,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,2.27405270926434,-0.110439909140895,-0.556281389107697,-0.441410305004783,-0.157180320972726,0.817211203161133,-0.336159510618539,-0.509264841501959,-0.312002437785757,-0.238029414298002,1.23058185044174,-0.448956602178687,-0.475395656102225,1.23415959273328,-0.33309254038937,0.722864783854426,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,-0.617426489238403,3.27171512362969,-0.054023076681072,-0.571006921747543,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
3,-0.130787848371192,0.536605125638637,-0.365193313989161,0.693716767959149,-0.30610009722947,-0.753319622867903,-0.470314786405781,-0.145602927712657,-0.648785726388382,-0.338858889799156,-1.45392864210445,-0.391030760503109,-0.559275937786268,-0.471440524632216,-0.227439540302911,-1.05786631471612,-0.081224205225172,-0.055965970997949,0.613606104775994,-0.594095606098293,-0.487755436848593,-0.303905621424679,-0.607659586538568,-0.095219293230376,-0.896737215135253,0.070348736629663,-1.20517198666777,-0.481325536208568,-0.008081649820243,-0.411608133298443,-0.156308377648283,-0.467867199487423,-0.118522173053426,0.25741620700615,1.05756187813326,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,-0.43974354504892,-0.110439909140895,1.79765136777998,-0.441410305004783,-0.157180320972726,-1.2236738754092,-0.336159510618539,-0.509264841501959,3.20510316232423,-0.238029414298002,-0.812623719130123,-0.448956602178687,2.1035110169054,-0.810267979836635,3.00216870312089,-1.38338458635078,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,1.61962600800219,-0.305650083278211,-0.054023076681072,-0.571006921747543,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
4,-0.756357506242681,0.132970441990371,-0.365193313989161,-0.613804223039679,-0.30610009722947,-0.753319622867903,-0.470314786405781,-0.145602927712657,-0.648785726388382,-0.338858889799156,-1.45392864210445,-0.391030760503109,-0.559275937786268,-0.471440524632216,-0.227439540302911,-1.05786631471612,-0.081224205225172,-0.055965970997949,-0.023592375236943,-0.594095606098293,-0.487755436848593,-0.303905621424679,-0.607659586538568,-0.095219293230376,-0.896737215135253,-0.030013426749452,-1.20517198666777,-0.481325536208568,-0.008081649820243,0.688516771960648,-0.156308377648283,-0.467867199487423,-0.118522173053426,0.25741620700615,0.593075186871136,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,-0.43974354504892,-0.110439909140895,1.79765136777998,-0.441410305004783,-0.157180320972726,-1.2236738754092,2.9747782478621,-0.509264841501959,-0.312002437785757,-0.238029414298002,-0.812623719130123,-0.448956602178687,-0.475395656102225,-0.810267979836635,3.00216870312089,-1.38338458635078,-0.33398110422646,2.38929025086068,-0.208314160071807,-0.11570151320745,-0.617426489238403,-0.305650083278211,-0.054023076681072,-0.571006921747543,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,5.5974163824413,-0.248951755043328,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
5,-0.756357506242681,-0.045303645551591,-0.365193313989161,0.693716767959149,-0.30610009722947,0.716124084127303,1.02869648500707,-0.073735868102781,0.236679780800209,-0.338858889799156,0.377954033664688,1.17677270013317,-0.052997252749635,-0.471440524632216,-0.18047665422969,-0.671520421766901,-0.063960132158201,-0.02341947914362,0.368409630849447,-0.020931937188583,-0.148909316186266,-0.303905621424679,0.733985305862839,-0.095219293230376,0.020568701425657,0.011551245314925,-0.564216685458248,0.058549225640714,-0.008081649820243,-0.533844233882787,-0.156308377648283,1.83682341973021,0.155762517010371,0.25741620700615,-0.335898195653121,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,-0.43974354504892,-0.110439909140895,-0.556281389107697,2.26546591382629,-0.157180320972726,0.817211203161133,-0.336159510618539,1.9636148394826,-0.312002437785757,-0.238029414298002,-0.812623719130123,-0.448956602178687,2.1035110169054,-0.810267979836635,-0.33309254038937,0.722864783854426,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,1.61962600800219,-0.305650083278211,-0.054023076681072,-0.571006921747543,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,-1.16645025769344,-0.243307645443836,-0.117288866147291,-0.060857756526953,1
6,2.37149078311476,-0.152727232529418,0.209502298123642,0.170708371559618,-0.30610009722947,0.716124084127303,2.52770775641991,0.131598587925435,0.044651116590636,0.424717801457282,0.377954033664688,-0.391030760503109,0.453281432286999,-0.471440524632216,-0.120095800706978,-0.68416865040512,-0.056134261157184,0.00912701271071,-0.007974765432704,-0.020931937188583,0.189936804476061,-0.268477182505875,2.64163663724609,-0.095219293230376,-0.009462147033182,-0.011240156193497,0.426932453617011,1.67817351118856,-0.514614697371414,-0.90177489664166,-0.156308377648283,1.83682341973021,0.010214014463925,0.25741620700615,0.593075186871136,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,-0.43974354504892,-0.110439909140895,-0.556281389107697,2.26546591382629,-0.157180320972726,0.817211203161133,2.9747782478621,-0.509264841501959,-0.312002437785757,-0.238029414298002,-0.812623719130123,-0.448956602178687,2.1035110169054,-0.810267979836635,-0.33309254038937,0.722864783854426,2.99418136938052,-0.418534332377481,-0.208314160071807,-0.11570151320745,-0.617426489238403,-0.305650083278211,-0.054023076681072,-0.571006921747543,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,-1.16645025769344,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
7,-0.130787848371192,2.09802805858036,3.18369465838602,-0.247698345560007,-0.30610009722947,-0.753319622867903,-0.470314786405781,-0.145602927712657,-0.648785726388382,-0.338858889799156,-1.45392864210445,-0.391030760503109,-0.559275937786268,-0.471440524632216,-0.227439540302911,0.977348657069956,-0.02271758411404,-0.02341947914362,0.128679320354384,-0.020931937188583,-0.148909316186266,-0.138572906470264,1.21613893906959,-0.095219293230376,3.93549930960526,0.028219214573928,-1.20517198666777,-0.481325536208568,-0.968315093287522,1.7993446701869,-0.156308377648283,-0.467867199487423,0.202954717060613,0.25741620700615,1.05756187813326,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,2.30545542652928,-0.43974354504892,-0.110439909140895,-0.556281389107697,-0.441410305004783,-0.157180320972726,-1.2236738754092,-0.336159510618539,1.9636148394826,-0.312002437785757,-0.238029414298002,-0.812623719130123,-0.448956602178687,-0.475395656102225,1.23415959273328,3.00216870312089,-1.38338458635078,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,-0.617426489238403,-0.305650083278211,-0.054023076681072,-0.571006921747543,4.02233499789012,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
8,-0.756357506242681,-0.215889753728439,-0.365193313989161,-0.770706741959538,-0.30610009722947,-2.38603485286258,2.52770775641991,0.133651932485718,-0.041555084783169,-0.338858889799156,0.377954033664688,2.9528000578852,0.453281432286999,0.747823233274513,-0.128146581176673,-0.683018811438009,-0.056700838426817,0.00912701271071,-0.086843694944109,-0.020931937188583,0.189936804476061,0.062188247402954,1.52010536000429,-0.095219293230376,-0.006732069900561,-0.086594512549677,1.02308488782785,2.6410734288885,-0.632064617103474,0.792461462453551,-0.156308377648283,1.83682341973021,-0.009341046692957,-1.05838571204397,-0.335898195653121,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,-0.43974354504892,-0.110439909140895,-0.556281389107697,2.26546591382629,-0.157180320972726,0.817211203161133,-0.336159510618539,-0.509264841501959,-0.312002437785757,-0.238029414298002,1.23058185044174,-0.448956602178687,2.1035110169054,-0.810267979836635,-0.33309254038937,-1.38338458635078,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,-0.617426489238403,-0.305650083278211,-0.054023076681072,1.75129225568675,-0.248611813915187,-0.089972233900636,4.16113185503876,-0.140025152902813,-0.162639660781456,-0.178653852362481,-0.248951755043328,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
9,-0.756357506242681,-0.066488159651193,-0.365193313989161,0.118407531919665,-0.30610009722947,-0.753319622867903,-0.470314786405781,-0.145602927712657,-0.648785726388382,-0.338858889799156,-1.45392864210445,-0.391030760503109,-0.559275937786268,-0.471440524632216,-0.227439540302911,-1.05786631471612,-0.081224205225172,-0.055965970997949,-0.373426834851888,-0.594095606098293,-0.487755436848593,-0.303905621424679,-0.607659586538568,-0.095219293230376,-0.896737215135253,0.008525028331927,-0.87600806592516,-0.481325536208568,-0.008081649820243,-0.533844233882787,-0.156308377648283,-0.467867199487423,-0.118522173053426,0.25741620700615,0.593075186871136,-0.117245047657783,0.117463985515676,-0.143257501489275,-0.357530458537691,-0.433753777450141,-0.43974354504892,-0.110439909140895,1.79765136777998,-0.441410305004783,-0.157180320972726,-1.2236738754092,-0.336159510618539,-0.509264841501959,-0.312002437785757,-0.238029414298002,1.23058185044174,-0.448956602178687,2.1035110169054,-0.810267979836635,-0.33309254038937,-1.38338458635078,-0.33398110422646,-0.418534332377481,-0.208314160071807,-0.11570151320745,-0.617426489238403,3.27171512362969,-0.054023076681072,-0.571006921747543,-0.248611813915187,-0.089972233900636,-0.240319229199404,-0.140025152902813,-0.162639660781456,-0.178653852362481,4.0168425397361,0.117463985515676,0.857301880988405,-0.243307645443836,-0.117288866147291,-0.060857756526953,0
